,CHICK,CHILI,CHILL,CHOCK,CHUCK,CHUMP,CHUNK,CINCH,CIVIC,CIVIL,CLICK,CLIFF,CLING,CLINK,CLOCK,CLOTH,CLOUT,CLOWN,CLUCK,CLUMP,CLUNG,COLON,COMFY,COMIC,CONCH,CONIC,COUCH,COUGH,COUNT,COYLY,CUMIN,CYNIC,FICUS,FIFTH,FIFTY,FIGHT,FILLY,FILMY,FILTH,FINCH,FISHY,FIZZY,FLICK,FLING,FLINT,FLOCK,FLOSS,FLOUT,FLOWN,FLUFF,FLUNG,FLUNK,FLUSH,FOCUS,FOGGY,FOIST,FOLIO,FOLLY,FULLY,FUNGI,FUNKY,FUNNY,FUSSY,FUZZY,GHOST,GHOUL,GIPSY,GLINT,GLOOM,GLOSS,GLYPH,GOING,GOLLY,GOOFY,GUILT,GULCH,GULLY,GUMMY,GUPPY,GUSTO,GUSTY,GYPSY,HILLY,HIPPO,HIPPY,HITCH,HOIST,HOLLY,HOTLY,HUMPH,HUMUS,HUNCH,HUNKY,HUSKY,HUSSY,HUTCH,ICILY,ICING,IGLOO,IMPLY,INGOT,INPUT,IONIC,ITCHY,JIFFY,JOINT,JOIST,JOLLY,JOUST,JUICY,JUMPY,JUNTO,KINKY,KIOSK,KITTY,KNOCK,KNOLL,KNOWN,LIGHT,LIMIT,LINGO,LOCUS,LOFTY,LOGIC,LOGIN,LOOPY,LOUSY,LOWLY,LUCKY,LUMPY,LUNCH,LUPUS,LUSTY,LYING,LYMPH,LYNCH,MIGHT,MILKY,MIMIC,MINIM,MINTY,MINUS,MISSY,MOGUL,MOIST,MONTH,MOSSY,MOTIF,MOTTO,MOULT,MOUNT,MOUTH,MUCKY,MUCUS,MULCH,MUMMY,MUNCH,MUSHY,MUSIC,MUSKY,MUSTY,NIGHT,NINNY,NINTH,NOISY,NOTCH,NUTTY,NYLON,NYMPH,ONION,OPIUM,OPTIC,OUGHT,OUTGO,OWING,PHONY,PHOTO,PICKY,PIGGY,PILOT,PINCH,PINKY,PINTO,PITCH,PITHY,PIVOT,PLUCK,PLUMP,PLUNK,PLUSH,POINT,POLYP,POOCH,POPPY,POSIT,POUCH,POUTY,PUFFY,PULPY,PUNCH,PUPIL,PUPPY,PUSHY,PUTTY,PYGMY,QUICK,QUILL,QUILT,QUOTH,SCION,SCOFF,SCOOP,SCOUT,SCOWL,SHIFT,SHINY,SHOCK,SHOOK,SHOOT,SHOUT,SHOWN,SHOWY,SHUCK,SHUNT,SHUSH,SHYLY,SIGHT,SILKY,SILLY,SISSY,SIXTH,SIXTY,SKIFF,SKILL,SKIMP,SKULK,SKULL,SKUNK,SLICK,SLIMY,SLING,SLINK,SLOOP,SLOSH,SLOTH,SLUMP,SLUNG,SLUNK,SLUSH,SLYLY,SMITH,SMOCK,SMOKY,SNIFF,SNOOP,SNOUT,SNOWY,SNUCK,SNUFF,SOGGY,SONIC,SOOTH,SOOTY,SOUTH,SPICY,SPIKY,SPILL,SPILT,SPINY,SPLIT,SPOIL,SPOOF,SPOOK,SPOOL,SPOON,SPOUT,SPUNK,STICK,STIFF,STILL,STILT,STING,STINK,STINT,STOCK,STOIC,STOMP,STONY,STOOL,STOOP,STOUT,STUCK,STUFF,STUMP,STUNG,STUNK,STUNT,SUING,SULKY,SULLY,SUNNY,SUSHI,SWIFT,SWILL,SWING,SWISH,SWOON,SWOOP,SWUNG,THICK,THIGH,THING,THINK,THONG,THUMP,TIGHT,TIPSY,TONIC,TOOTH,TOPIC,TOUCH,TOUGH,TOXIC,TOXIN,TULIP,TUNIC,TWIST,TWIXT,TYING,UNCUT,UNFIT,UNIFY,UNION,UNITY,UNLIT,UNTIL,UNZIP,USING,VIGIL,VINYL,VISIT,VOMIT,VOUCH,VYING,WHICH,WHIFF,WHINY,WHISK,WHOOP,WIGHT,WILLY,WIMPY,WINCH,WISPY,WITCH,WITTY,WOOLY,WOOZY,YOUNG,YOUTH
KITTY,5,31,32,13,12,74,8,25,44,33,3,37,24,1,10,0,18,52,8,68,57,62,40,78,73,57,61,48,13,47,52,26,28,0,0,6,17,14,0,20,11,22,3,31,14,8,66,21,59,129,67,5,40,37,53,12,64,44,36,66,1,43,30,53,10,34,13,17,92,65,33,41,47,53,22,59,36,47,43,0,0,37,18,27,17,0,7,43,0,103,74,81,1,1,32,0,20,39,70,16,18,18,56,7,22,14,15,51,17,27,37,0,1,1,1,1,1,1,7,13,24,31,0,45,42,34,17,50,1,22,45,63,0,16,28,35,6,1,39,36,0,27,15,52,14,0,34,0,4,22,18,0,1,75,60,54,64,25,47,1,0,5,24,0,17,0,2,38,36,50,37,0,10,0,36,32,0,1,19,10,18,1,0,0,0,11,5,95,3,36,10,37,88,51,16,46,0,36,27,54,66,47,24,2,50,5,61,22,0,26,62,59,12,45,12,13,5,8,11,5,46,36,6,9,89,33,5,1,14,19,0,0,5,4,2,5,10,3,3,13,24,2,59,44,0,53,38,2,47,39,0,5,1,36,55,12,31,2,66,40,28,0,0,0,13,1,38,14,11,15,38,75,7,59,55,15,2,1,29,28,18,18,1,14,1,25,31,5,30,34,16,1,41,32,25,1,21,35,1,23,34,63,16,48,33,51,72,90,58,1,20,14,1,20,25,6,4,22,0,29,18,17,30,25,30,26,14,15,6,25,15,20,45,0,17,0,60,35,34,17,12,25,57,24,49,58,17,5,107,6,18,13,21,11,0,1,50,67,31,0
KNOCK,0,12,12,0,0,17,0,2,31,22,0,21,7,0,0,4,6,1,0,20,9,1,9,8,1,1,4,10,2,10,3,4,11,70,65,56,73,60,31,2,22,108,0,20,14,0,11,21,6,129,29,0,40,6,49,11,32,43,89,15,7,16,73,128,10,21,37,16,19,10,62,13,38,25,27,5,86,109,94,29,35,83,39,49,53,7,9,32,17,103,74,1,6,8,50,8,27,12,43,51,4,4,2,14,106,11,13,44,17,10,107,19,0,1,0,1,0,0,34,55,13,3,21,8,7,17,13,39,8,70,1,63,24,17,62,2,60,15,42,37,22,10,46,31,12,14,30,26,37,23,14,29,13,41,4,135,1,42,12,12,42,20,14,22,7,1,33,17,57,4,47,18,44,54,11,7,15,13,76,22,2,9,11,6,32,41,0,95,0,36,9,29,5,47,11,5,25,101,81,1,30,122,44,65,133,0,46,32,30,4,7,7,6,3,36,8,0,0,7,12,2,7,0,17,89,40,38,5,35,60,50,38,13,8,13,0,10,0,0,27,14,0,5,4,4,53,22,0,47,89,39,0,6,4,3,3,2,0,5,23,2,7,9,13,17,10,41,23,14,23,8,11,0,5,3,12,0,0,62,37,37,16,0,16,0,6,12,5,4,9,16,0,72,63,22,0,24,12,6,57,12,26,56,56,18,57,4,11,25,0,73,14,0,9,72,73,28,2,16,9,4,27,10,5,19,3,69,118,17,1,5,4,3,4,4,4,4,12,100,22,75,31,5,22,9,91,10,0,18,63,72,74,2,45,7,67,17,29,12,29
KNOLL,7,0,2,3,12,74,4,25,138,0,3,27,2,1,1,5,5,1,4,30,3,2,43,40,14,13,31,25,11,0,6,23,25,70,65,56,0,26,30,21,22,108,3,5,5,1,4,6,1,46,5,1,24,17,49,11,14,0,0,15,7,16,73,128,10,0,37,5,3,3,19,13,0,25,0,24,0,109,94,29,35,83,0,49,53,69,9,0,0,103,74,32,6,8,50,79,0,17,21,0,4,4,13,30,106,11,13,0,17,30,107,19,2,2,3,2,1,2,32,44,5,6,12,10,1,14,9,0,3,35,8,38,19,4,45,14,60,10,112,37,22,10,46,0,12,14,30,26,37,0,14,29,11,75,29,135,32,42,24,12,42,20,14,22,7,11,33,2,57,4,47,29,44,54,11,7,15,9,76,16,21,9,11,46,32,41,4,39,1,25,9,17,12,47,11,18,25,101,37,28,0,122,44,65,133,3,1,0,30,7,13,7,10,0,36,8,2,2,7,12,2,7,6,17,89,0,38,7,0,60,50,38,13,1,13,0,1,4,1,5,5,1,2,3,3,30,5,1,29,0,39,2,6,4,3,3,2,2,5,23,6,7,9,13,22,10,1,0,14,19,0,11,2,0,3,12,3,4,62,1,0,16,4,16,2,11,12,5,0,9,16,5,72,63,22,4,24,12,6,0,12,26,56,1,18,57,4,11,25,7,73,14,3,9,72,73,28,10,16,15,23,27,24,5,16,11,69,118,17,6,5,4,3,4,1,0,4,12,0,0,75,31,30,22,88,91,10,4,18,63,0,74,20,45,60,67,0,29,12,29
KNOWN,7,57,57,3,12,74,4,25,138,87,6,77,14,3,2,12,17,0,8,68,18,0,43,40,14,13,31,25,11,34,0,23,25,70,65,56,73,60,31,21,22,108,5,20,14,2,11,21,0,129,29,3,40,17,49,11,32,43,89,15,7,16,73,128,10,21,37,16,19,10,62,13,38,25,27,59,86,109,94,29,35,83,39,49,53,69,9,32,17,103,74,32,6,8,50,79,48,17,43,51,0,0,13,30,106,11,13,44,17,30,107,19,2,2,3,0,0,1,34,55,13,11,21,25,0,17,13,6,9,70,22,63,24,17,62,31,60,15,112,37,22,10,46,31,12,14,30,26,37,23,14,29,11,75,60,135,32,42,24,12,42,20,14,22,7,11,33,0,57,1,47,29,44,54,5,7,15,9,76,22,21,9,11,46,32,41,5,95,2,36,9,29,12,47,11,18,25,101,81,28,30,122,44,65,133,3,46,32,30,0,13,7,10,1,36,8,2,2,7,12,0,3,6,17,89,40,38,5,35,60,50,38,13,8,13,5,10,4,3,27,14,3,5,4,4,53,22,3,47,89,39,2,6,0,0,0,0,0,0,23,6,7,9,13,22,10,41,23,14,23,8,11,2,5,0,12,3,4,62,37,37,16,4,16,2,11,12,5,4,9,16,5,72,63,22,4,24,12,6,57,12,26,6,3,3,6,0,3,4,7,73,14,3,9,72,73,28,10,16,15,23,27,24,0,19,11,7,11,17,0,0,0,1,0,0,0,0,12,100,22,75,31,30,22,7,8,4,1,5,8,5,7,5,3,7,8,2,5,12,29
LIGHT,17,2,2,29,29,20,25,11,44,11,22,20,3,17,34,1,5,34,39,30,4,30,58,78,21,57,19,8,15,26,52,41,28,7,13,6,5,4,1,9,5,28,18,4,4,30,29,5,37,46,5,35,6,37,7,8,24,26,26,9,66,82,73,128,6,1,8,1,3,3,1,8,8,20,1,1,8,22,23,9,10,27,1,16,15,7,6,5,2,28,38,18,29,30,34,14,14,9,8,21,6,18,56,7,28,9,10,34,10,31,107,26,22,37,11,94,23,103,1,1,1,4,2,1,1,3,2,4,4,4,1,9,2,2,1,1,6,4,39,36,11,27,23,1,8,9,65,29,43,4,13,12,77,75,3,135,23,5,47,64,27,6,23,7,17,8,37,32,24,50,37,34,7,11,8,20,11,17,8,2,8,18,10,7,7,8,29,39,31,6,8,37,24,113,11,17,28,101,37,19,27,122,6,42,11,54,13,4,13,26,62,59,10,27,5,11,16,32,6,6,18,21,20,5,13,6,6,5,5,27,7,12,57,12,43,31,28,75,19,14,4,16,27,4,1,30,5,29,6,21,7,58,52,36,55,7,39,54,66,7,28,12,28,11,24,40,11,3,21,5,20,75,81,34,55,10,55,26,29,6,4,5,22,8,31,25,31,19,9,34,8,36,41,32,6,29,8,9,18,21,48,8,11,13,8,10,72,90,15,11,6,5,13,5,18,6,11,22,10,29,8,6,30,25,5,26,12,16,5,25,14,30,45,21,3,5,60,9,1,4,7,18,19,8,12,17,12,18,32,6,5,19,10,18,6,10,40,122,8,11
LIMIT,47,17,12,98,105,12,71,0,2,1,22,20,16,17,34,10,5,34,39,2,33,30,3,0,73,0,61,48,15,26,0,0,0,0,0,0,0,0,0,0,0,0,18,13,4,30,29,5,37,46,33,35,24,37,90,8,0,26,26,66,66,82,73,128,8,21,0,3,7,27,19,41,25,90,3,24,22,3,94,10,20,83,0,0,0,0,4,29,6,5,6,81,48,42,50,38,14,39,23,1,10,18,0,27,0,9,10,34,10,31,4,26,0,0,0,94,23,103,0,1,0,4,2,0,0,3,2,4,4,1,4,9,2,1,1,2,0,0,1,1,0,0,0,5,1,2,7,0,3,1,1,1,5,9,4,3,11,4,0,4,2,0,0,0,17,21,37,32,4,50,7,0,10,27,36,33,27,0,0,0,0,0,0,0,0,0,29,2,31,25,8,37,88,113,0,46,28,101,37,54,0,122,44,42,21,54,13,4,18,26,62,59,10,27,7,18,54,68,10,4,46,39,56,5,89,39,0,0,0,0,0,0,57,12,9,31,28,75,19,1,13,16,27,23,6,2,25,29,29,21,3,16,12,36,55,7,39,54,66,59,0,14,28,5,24,40,11,3,21,0,0,75,81,34,55,10,55,26,29,6,4,18,22,8,31,0,3,19,9,34,8,36,41,7,25,29,8,35,18,21,48,63,11,13,33,51,72,90,58,18,20,14,13,20,6,0,0,0,27,0,18,17,0,0,0,0,12,16,16,25,0,30,45,21,0,0,0,35,1,0,1,0,57,26,49,58,26,46,107,0,0,0,0,0,0,0,40,122,39,16
LINGO,47,17,12,45,105,74,17,9,44,11,22,20,2,5,17,12,11,1,39,30,2,2,43,11,3,2,31,1,11,15,32,5,28,23,12,2,5,4,4,9,10,28,18,2,3,14,16,12,1,46,2,6,24,17,2,3,1,15,26,1,13,12,73,128,8,4,8,2,3,5,6,2,1,6,5,6,8,22,23,2,9,27,4,1,11,23,2,15,13,103,74,8,7,42,50,79,14,4,1,21,3,26,2,29,28,1,3,19,17,31,107,1,9,5,13,14,4,17,1,1,1,1,1,1,1,1,1,1,4,4,1,9,3,2,4,1,2,4,39,11,5,11,23,3,3,1,30,8,2,14,14,29,77,75,29,135,6,42,47,64,42,1,8,6,3,11,33,2,57,6,14,6,7,1,3,13,1,17,1,1,7,7,1,18,9,2,29,39,6,25,1,17,10,47,5,18,25,101,37,6,27,122,44,65,31,54,13,12,27,2,38,29,17,14,26,17,35,39,21,22,13,33,56,17,89,39,1,5,5,27,19,11,57,12,43,31,28,28,19,14,2,5,14,17,14,30,2,6,29,21,24,34,36,21,16,9,17,28,43,2,2,7,7,13,24,40,11,10,19,13,2,38,44,13,14,22,25,22,32,7,11,3,14,16,21,8,25,8,11,23,25,48,72,63,2,19,24,4,18,21,12,63,29,13,5,51,15,42,4,26,3,3,12,2,72,2,9,1,8,6,23,1,8,2,18,5,36,49,3,26,23,14,6,10,8,7,34,4,1,1,20,8,30,5,49,58,19,46,41,2,5,19,9,18,20,13,3,16,2,29
LOCUS,8,5,4,10,8,9,7,9,31,8,2,7,4,4,2,2,1,2,1,4,3,2,12,7,5,6,2,2,2,2,9,21,2,70,65,56,28,26,30,10,37,108,4,26,27,4,1,2,13,21,13,16,5,1,34,2,7,4,16,33,28,35,25,58,4,1,33,24,11,1,19,32,1,29,14,3,16,48,44,3,17,57,28,49,53,14,3,4,6,38,3,6,18,18,25,5,14,29,21,27,30,6,10,3,106,24,3,4,2,11,48,10,67,5,53,10,8,51,7,8,5,1,3,1,5,3,1,3,1,1,1,1,1,2,4,2,60,24,42,107,38,3,45,1,3,18,5,21,26,1,2,2,4,3,3,57,5,23,6,22,18,52,82,64,4,6,25,16,54,66,9,18,4,7,59,18,28,4,76,16,11,46,35,12,32,41,1,15,12,4,20,5,12,39,4,2,3,44,18,5,15,54,22,30,133,10,19,19,7,2,1,2,2,1,8,8,2,11,5,2,10,8,5,8,13,4,9,6,6,5,11,9,18,8,13,3,3,15,1,2,4,4,2,1,2,2,3,3,3,2,8,2,8,20,10,2,9,5,14,8,2,5,2,2,3,10,6,5,10,5,2,9,11,2,10,2,13,3,14,7,7,16,16,18,2,2,4,2,2,5,2,5,12,7,13,11,13,6,3,3,6,4,14,8,19,9,11,11,15,12,73,52,51,14,21,73,20,9,24,9,2,2,11,25,15,12,37,118,43,3,44,45,27,29,18,22,56,33,53,26,49,24,2,70,16,91,42,35,41,63,33,74,12,40,12,67,4,38,2,3
LOFTY,82,27,24,45,105,74,71,68,138,45,26,3,24,25,17,1,2,13,39,30,33,6,3,25,28,29,29,23,7,3,39,48,2,1,1,2,1,1,1,5,4,4,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,4,4,4,4,4,11,10,19,4,11,13,20,32,3,2,4,24,3,47,43,4,5,37,6,49,37,24,3,3,1,103,74,81,39,27,32,38,7,82,21,5,17,10,29,8,1,12,11,3,11,24,37,6,45,35,6,38,8,51,2,2,5,4,1,4,5,3,3,3,3,2,4,9,1,7,5,6,14,10,112,107,6,24,29,12,8,3,15,1,4,1,7,2,44,75,29,54,64,25,24,29,4,14,51,9,16,10,4,7,36,66,47,25,15,28,59,11,1,35,38,4,43,32,10,19,6,22,29,39,31,25,11,6,24,18,10,24,2,1,9,54,24,47,24,5,50,55,19,4,3,28,4,29,7,14,1,29,35,39,12,9,26,9,56,9,89,7,6,7,4,36,6,4,9,24,50,31,28,75,19,14,17,21,14,17,1,30,25,29,29,7,5,34,11,7,28,7,11,54,13,13,22,2,2,2,20,20,21,2,20,3,11,5,44,13,28,9,55,21,2,4,2,17,20,16,22,13,15,3,3,21,12,36,6,32,25,29,21,23,8,2,34,26,1,29,52,57,35,42,58,27,30,21,22,14,25,18,3,11,2,12,11,11,13,11,5,12,16,34,8,25,1,3,41,2,5,3,40,23,53,23,21,11,28,43,88,14,40,46,41,18,6,31,64,21,24,6,2,15,15,2
LOGIC,12,1,1,10,15,17,11,7,9,1,1,1,1,1,2,2,1,2,3,4,1,2,12,6,5,3,6,1,2,2,5,7,19,45,41,2,12,23,18,8,38,77,2,4,12,4,16,12,13,46,5,35,24,12,3,5,2,4,26,9,66,82,73,128,8,4,11,3,3,5,6,1,3,5,5,2,8,22,23,4,9,27,16,23,64,14,6,4,6,103,74,17,48,42,50,23,2,1,2,21,1,35,4,17,76,3,6,4,23,13,107,41,43,22,38,10,8,51,2,2,1,1,3,1,1,3,2,3,1,4,1,9,3,2,4,2,2,21,10,11,23,19,50,2,5,18,24,5,26,6,17,22,34,41,9,135,14,42,9,64,42,1,54,25,7,6,47,16,54,12,14,5,4,7,2,18,28,18,3,2,7,33,2,14,35,10,8,39,31,25,3,5,12,39,6,10,10,101,37,13,4,122,44,65,11,15,13,12,27,5,18,15,8,3,26,18,12,39,21,22,26,33,20,39,89,39,2,14,12,55,32,30,57,12,43,31,28,75,2,14,4,16,14,17,14,30,5,29,29,21,24,11,36,36,28,15,25,16,66,3,4,17,12,21,11,40,11,10,21,4,3,38,44,13,28,22,55,9,32,7,11,4,20,22,8,4,25,11,11,23,25,18,72,63,10,45,53,9,18,21,48,63,29,13,8,51,35,42,15,12,5,5,25,6,72,2,27,2,24,5,8,5,5,3,4,4,36,49,3,26,7,30,13,11,4,2,13,9,2,14,9,6,11,8,19,58,26,46,41,2,16,62,9,43,14,42,4,38,1,9
LOGIN,47,17,12,45,105,74,17,33,13,5,22,20,2,5,17,12,11,2,39,30,2,1,13,4,8,2,29,4,2,3,2,6,20,45,41,2,12,23,18,28,38,77,18,2,3,14,16,12,3,46,2,6,24,19,3,5,2,4,26,15,26,16,73,128,8,4,11,2,3,5,6,1,3,5,5,6,8,22,23,4,9,27,16,23,64,33,6,4,6,103,74,32,25,42,50,79,14,4,2,21,1,26,2,29,76,4,6,4,23,31,107,19,29,22,38,14,4,4,2,2,1,4,3,1,1,3,2,3,4,4,2,9,3,2,4,1,2,21,12,6,17,20,50,2,5,5,24,5,26,6,7,22,77,75,29,135,32,42,4,64,42,1,13,22,5,3,33,3,57,2,14,2,4,7,3,13,28,47,3,2,29,26,7,24,35,10,29,39,6,25,4,5,24,39,6,24,10,101,37,28,4,122,44,65,11,54,13,12,27,2,38,29,17,14,26,17,35,39,21,22,6,33,56,17,89,39,2,14,12,55,32,30,57,12,43,31,28,28,19,14,2,5,14,17,14,30,2,6,29,21,24,34,36,21,16,9,17,28,43,3,2,17,12,21,24,40,11,10,19,4,3,38,44,13,2,22,25,22,32,7,11,3,14,16,21,2,25,8,11,23,25,48,72,63,2,19,24,4,18,21,12,63,29,13,5,51,2,42,4,26,5,3,12,2,72,2,27,1,24,2,17,5,2,1,4,1,36,49,3,26,6,14,2,10,1,1,8,4,2,9,9,6,28,5,49,58,19,46,41,2,16,62,31,43,30,42,4,38,1,9
LOOPY,82,27,24,0,105,23,71,68,138,45,26,27,24,25,0,0,0,0,39,7,33,0,0,0,0,0,0,0,0,0,39,48,25,70,39,56,5,10,30,55,22,47,23,26,27,0,0,0,0,46,33,35,24,0,0,0,0,0,2,42,37,43,30,53,0,0,8,24,0,0,3,0,0,4,15,24,3,47,3,29,27,12,6,1,3,69,0,0,0,3,74,81,39,27,32,79,7,82,21,2,30,13,0,36,46,0,0,0,0,24,4,41,45,0,41,0,0,0,7,8,5,0,0,0,0,1,0,0,3,1,4,2,2,7,1,6,60,10,112,107,32,24,29,0,0,0,0,0,0,0,0,0,44,75,29,54,64,25,24,29,26,52,51,64,0,0,44,7,6,66,12,8,44,54,59,0,0,5,3,1,16,5,8,15,5,1,8,6,8,2,0,0,1,0,0,0,0,11,1,20,4,3,3,10,7,55,19,18,0,28,0,0,0,0,36,29,0,0,0,0,0,0,56,39,89,7,38,7,4,36,50,31,75,24,14,31,28,75,19,14,17,21,0,0,0,2,25,29,29,7,39,0,0,61,0,0,0,54,66,0,0,4,4,0,12,12,10,10,11,8,0,0,0,0,0,0,19,40,62,27,29,39,44,52,0,0,0,0,0,0,0,48,72,11,43,45,53,23,8,2,34,26,56,29,52,57,0,0,58,55,73,52,51,0,17,73,7,0,4,0,0,0,0,0,4,33,69,118,35,67,36,19,41,21,17,20,11,23,53,23,75,0,0,43,88,91,40,46,0,63,6,5,64,7,60,44,1,3,0,0
LOUSY,82,27,24,45,17,17,9,68,138,45,26,27,24,25,17,12,1,13,2,3,4,6,14,25,28,29,6,5,1,3,19,48,31,70,39,56,5,10,30,55,11,47,23,26,27,14,1,1,13,4,4,2,1,3,14,2,7,2,1,33,2,2,1,3,3,2,4,24,11,1,20,32,3,10,14,12,1,4,3,3,1,7,6,49,37,69,2,3,2,38,17,16,2,1,1,23,7,82,21,5,30,29,29,36,46,24,2,3,1,2,3,10,45,3,41,38,8,51,7,8,5,1,3,4,5,3,1,3,1,1,1,1,1,7,5,6,60,10,112,107,32,21,2,1,1,18,2,21,26,1,5,2,4,21,11,4,10,1,24,1,1,52,51,64,2,16,1,7,36,66,14,29,4,7,59,11,28,35,38,16,43,32,35,46,30,41,2,3,2,1,20,6,24,18,4,5,1,2,1,10,15,3,1,2,50,34,19,19,7,7,9,9,1,1,8,8,9,11,5,1,10,3,2,1,2,2,9,2,2,2,11,9,18,8,13,3,3,4,3,2,4,4,2,1,2,1,1,1,1,2,8,8,2,20,10,1,2,4,3,3,3,5,3,1,10,8,6,5,10,5,2,9,11,2,10,1,3,13,14,7,7,16,16,18,3,2,4,2,2,5,1,3,2,2,3,3,3,6,1,1,1,4,14,8,19,3,11,11,4,55,73,52,51,14,15,73,4,16,24,14,2,1,17,25,15,12,12,118,35,33,44,23,27,22,18,22,56,33,53,23,49,24,6,43,88,91,40,7,41,63,6,31,64,10,60,44,2,15,2,1
LOWLY,82,0,0,45,105,74,71,68,138,45,26,27,24,25,17,12,11,1,39,30,33,6,14,25,28,29,29,23,15,0,39,48,25,70,39,56,0,10,30,55,22,47,23,26,27,14,16,12,1,46,33,35,24,19,14,19,7,0,0,42,37,43,30,53,16,10,19,24,11,13,20,32,0,10,0,24,0,47,43,29,27,37,0,49,37,69,16,0,0,103,74,81,39,27,32,79,0,82,21,0,30,29,29,36,46,24,22,0,23,24,37,41,45,35,41,38,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60,10,112,107,32,24,29,12,21,18,15,21,26,0,17,22,44,75,29,54,64,25,24,29,26,52,51,64,16,16,44,7,36,66,47,29,44,54,6,11,28,35,38,16,43,32,35,46,30,41,29,39,31,25,20,6,24,18,18,24,14,36,9,54,24,47,24,37,50,55,0,0,27,28,38,29,17,1,36,29,35,39,21,22,1,1,56,39,89,0,38,7,0,36,50,31,75,0,50,0,0,75,19,14,17,21,14,17,14,30,25,29,29,0,39,34,11,61,28,15,1,54,66,13,22,17,9,21,20,20,0,0,20,19,11,38,44,13,28,22,55,40,62,0,0,39,44,52,21,11,25,9,11,23,25,48,72,63,43,45,53,23,8,0,34,26,6,0,4,6,1,1,10,55,73,52,51,14,72,73,21,16,24,14,17,18,17,25,16,33,7,11,35,67,36,19,41,21,17,20,40,23,53,23,75,24,28,43,7,8,1,3,2,8,0,3,2,1,7,3,0,1,15,16
LUCKY,2,5,4,3,2,9,2,9,31,8,1,7,4,1,1,2,4,4,1,4,3,5,6,12,8,9,7,9,9,1,3,2,2,70,39,56,5,10,30,10,22,47,1,26,27,1,29,13,37,21,13,2,12,2,53,32,23,4,3,24,5,22,14,25,49,20,19,24,36,27,20,49,4,53,7,1,3,20,20,24,14,37,6,39,37,14,25,4,8,24,23,4,4,3,18,5,1,29,23,5,41,29,13,2,46,47,39,4,29,2,16,31,6,4,8,3,9,26,7,8,5,1,2,3,5,2,2,3,1,2,1,2,2,7,5,1,60,1,42,107,32,26,29,20,26,49,34,40,119,7,22,25,1,1,1,23,1,13,6,3,12,52,51,64,15,12,22,9,36,57,45,15,25,38,49,32,78,2,38,16,11,6,29,12,30,47,1,15,2,9,29,8,18,51,23,8,20,18,2,4,9,23,11,19,50,2,9,8,28,10,42,38,18,15,36,29,3,8,63,32,46,36,2,19,42,7,38,1,4,36,50,31,13,7,13,1,1,2,1,14,17,1,27,23,17,11,9,1,13,7,39,2,6,61,55,27,31,2,29,40,10,63,36,23,4,4,21,19,20,19,12,75,7,34,55,28,2,2,62,27,29,39,2,52,3,16,54,28,35,64,43,2,28,17,17,2,23,15,1,2,15,19,56,29,52,57,72,90,24,2,73,52,6,61,21,73,21,11,107,15,6,29,19,48,2,5,69,118,35,2,44,23,51,22,18,22,56,33,53,23,75,51,8,43,16,91,40,4,107,63,6,31,12,21,12,44,9,67,22,22
LUMPY,82,27,24,98,47,3,30,68,138,45,26,27,24,25,34,24,10,34,16,1,11,30,5,8,73,44,40,32,25,8,6,48,26,70,39,56,5,1,30,55,22,47,23,26,27,30,29,13,37,21,13,16,12,24,53,32,23,4,3,24,17,22,14,25,49,20,8,24,7,27,3,49,4,53,7,6,3,2,2,24,14,12,6,2,3,69,25,4,8,2,5,27,18,15,18,23,7,82,23,1,41,13,44,36,46,47,39,4,29,27,1,31,45,35,41,94,23,103,7,2,5,1,2,4,5,1,2,3,2,1,3,1,2,7,1,6,8,1,6,17,6,8,5,4,10,12,7,12,18,1,5,4,3,4,1,2,3,3,4,3,3,52,51,64,15,49,22,9,3,57,9,18,25,38,49,11,18,5,3,6,16,5,11,15,5,13,3,1,3,2,11,4,22,4,9,7,3,3,1,5,1,2,3,3,4,30,9,8,28,19,62,21,25,27,36,29,54,68,63,32,46,36,33,19,42,7,38,7,4,36,50,31,75,24,5,13,9,30,19,1,17,21,5,23,17,1,9,13,13,7,11,16,8,61,20,27,31,25,29,40,19,63,36,23,12,12,10,10,11,8,8,31,28,10,25,15,10,40,62,27,29,39,44,52,44,24,7,28,35,22,43,22,28,4,17,20,23,15,1,2,15,19,56,29,52,57,72,25,24,55,73,52,51,61,3,73,7,37,107,15,27,29,51,48,2,22,69,118,35,33,44,23,51,22,18,22,15,33,53,23,75,8,40,43,88,91,40,46,27,63,6,2,64,7,60,44,9,67,22,22
